trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
11,25591828,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25593016,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25610849,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25621775,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25623536,Human PM,Not Disease,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25633561,Not PM,,,,,,,,,
11,25640278,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25698082,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,25711979,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25736040,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25741138,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25769451,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25771729,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25792470,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25807649,Not PM,,,,,,,,,
11,25815786,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25816324,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,25850957,Not PM,,,,,,,,,
11,25855885,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25873249,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25882375,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25885256,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25892891,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,25914465,Not PM,,,,,,,,,
11,25953089,Not PM,,,,,,,,,
11,25965823,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26001593,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26013318,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26013320,Not PM,,,,,,,,,
11,26033401,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26053643,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26109806,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26139980,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26155992,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,26165083,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26201693,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26213389,Not PM,,,,,,,,,
11,26213461,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26227479,Not PM,,,,,,,,,
11,26251521,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26266985,Animal PM,Not Disease,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26267324,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26267517,Not PM,,,,,,,,,
11,26271341,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26277182,Not PM,,,,,,,,,
11,26324361,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Matches,Not Discussed
11,26333383,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,26334097,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26353837,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26366097,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26398764,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26403941,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26406948,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26423399,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26436951,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26451083,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26452027,Not PM,,,,,,,,,
11,26475521,Animal PM,Not Disease,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26498688,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26508023,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26528858,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26543351,Animal PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26587011,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26604635,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26637981,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26674336,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,2668989,Not PM,,,,,,,,,
11,26701847,Human PM,More Specific,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26716908,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26719093,Not PM,,,,,,,,,
11,26722435,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26730280,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26752932,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26758558,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26768033,Not PM,,,,,,,,,
11,26774142,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26791794,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26820797,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26820798,Not PM,,,,,,,,,
11,26820799,Not PM,,,,,,,,,
11,26820800,Not PM,,,,,,,,,
11,26820801,Not PM,,,,,,,,,
11,26820802,Not PM,,,,,,,,,
11,26820803,Not PM,,,,,,,,,
11,26820804,Not PM,,,,,,,,,
11,26823831,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26827608,Not PM,,,,,,,,,
11,26842788,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26876212,Animal PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26887948,Not PM,,,,,,,,,
11,26894977,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26921096,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26932881,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26955870,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,26968397,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,26980034,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27004402,Not PM,,,,,,,,,
11,27007084,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27087738,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27095573,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27127129,Human PM,Not Disease,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27143928,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27151988,Not PM,,,,,,,,,
11,27156069,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27156070,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27167206,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27197157,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27282497,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27284251,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27296758,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27317099,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27340049,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,27384237,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27388016,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27433393,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27436848,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27438032,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27446246,Not PM,,,,,,,,,
11,27461616,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27468183,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27489350,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,27563456,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27568322,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27581627,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27590223,Not PM,,,,,,,,,
11,27603005,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,27629725,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27634907,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27637583,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,27678402,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27722154,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27734950,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27780937,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27781258,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27783369,Not PM,,,,,,,,,
11,27795701,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,27823983,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,3017227,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,3060446,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,3089173,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,3141657,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Matches,Not Discussed
11,3337526,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,3400551,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Matches,Not Discussed
11,3617781,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,4059752,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,472284,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,539202,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,6170191,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,6190045,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,6272449,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,6887521,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7235384,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7262822,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Matches,Not Discussed
11,7492009,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7532815,Not PM,,,,,,,,,
11,7541237,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7583972,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7676702,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,7719165,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8020350,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8057646,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8186023,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8417385,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8436240,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8528972,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8572602,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,8684247,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,869674,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9058163,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9121937,Not PM,,,,,,,,,
11,9192979,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9328184,Not PM,,,,,,,,,
11,9343706,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9393280,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9496527,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9577130,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9579367,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9619867,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9625123,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9654592,Human PM,More General,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,9662069,Not PM,,,,,,,,,
11,9816116,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2012-3200,Animal PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2012-985,Not PM,,,,,,,,,
11,AACR_2012-988,Not PM,,,,,,,,,
11,AACR_2013-1258,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-1473,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-1838,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-2629,Not PM,,,,,,,,,
11,AACR_2013-2781,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-4174,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-4304,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-4657,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-5155,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-817,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2013-959,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2014-2126,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2014-3612,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2014-3683,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2014-4718,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2014-728,Human PM,Not Disease,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-1084,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-2655,Animal PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-2674,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-2691,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-2830,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-3599,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-3705,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2015-581,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2016-119,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2016-1468,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2016-1516,Human PM,Exact,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2016-2317,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2017-135,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2017-265,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2017-2728,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2017-3149,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,AACR_2017-3855,Animal PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,AACR_2017-4727,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_100566-114,Animal PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_102746-125,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_122651-143,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_122961-143,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_126640-144,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_134272-144,Human PM,More Specific,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_137690-153,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_138735-158,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_139897-158,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_151069-156,Not PM,,,,,,,,,
11,ASCO_151688-156,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Matches,Not Discussed
11,ASCO_152201-156,Human PM,More Specific,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_160326-173,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,ASCO_162304-176,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_166658-176,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Excludes,Not Discussed
11,ASCO_169832-176,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_170094-176,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_175233-195,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_176390-195,Human PM,Not Disease,Different Variant,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_176667-195,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_30903-65,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_31805-65,Human PM,More Specific,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_48519-74,Not PM,,,,,,,,,
11,ASCO_70615-103,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_77891-102,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_78779-102,Human PM,Exact,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_81406-102,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_87357-115,Human PM,Exact,Missing Gene,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
11,ASCO_99566-114,Human PM,Not Disease,Exact,PIK3CA (E545K),,,,,Not Discussed,Not Discussed
12,10676663,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,10950460,Not PM,,,,,,,,,
12,10981869,Not PM,,,,,,,,,
12,11520247,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,11904375,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,11928025,Not PM,,,,,,,,,
12,12134620,Not PM,,,,,,,,,
12,12421732,Not PM,,,,,,,,,
12,12432918,Not PM,,,,,,,,,
12,12435370,Not PM,,,,,,,,,
12,12438234,Human PM,Exact,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,12673111,Not PM,,,,,,,,,
12,12705552,Not PM,,,,,,,,,
12,12753729,Not PM,,,,,,,,,
12,12903843,Not PM,,,,,,,,,
12,12936897,Not PM,,,,,,,,,
12,12941809,Human PM,More Specific,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,14603155,Not PM,,,,,,,,,
12,14668801,Human PM,Exact,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,14688025,Human PM,Exact,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,14706174,Not PM,,,,,,,,,
12,14743888,Not PM,,,,,,,,,
12,14747693,Not PM,,,,,,,,,
12,14975808,Not PM,,,,,,,,,
12,15047447,Not PM,,,,,,,,,
12,15067728,Human PM,More Specific,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15150094,Human PM,Exact,Different Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15194222,Human PM,Exact,Missing Variant,BRAF (V600E),,,,,Matches,Not Discussed
12,15207020,Not PM,,,,,,,,,
12,15212702,Not PM,,,,,,,,,
12,15212704,Not PM,,,,,,,,,
12,15214592,Not PM,,,,,,,,,
12,15214594,Not PM,,,,,,,,,
12,15247181,Human PM,Exact,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15292968,Not PM,,,,,,,,,
12,15340257,Not PM,,,,,,,,,
12,15340260,Human PM,Exact,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15342696,Human PM,Exact,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15487858,Not PM,,,,,,,,,
12,15628704,Human PM,More Specific,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15726511,Not PM,,,,,,,,,
12,15729718,Human PM,Exact,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15751497,Not PM,,,,,,,,,
12,15771788,Not PM,,,,,,,,,
12,15782118,Human PM,Exact,Exact,BRAF (V600E),,,,,Matches,Not Discussed
12,15790700,Human PM,Exact,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,15809757,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Matches,Not Discussed
12,15886202,Not PM,,,,,,,,,
12,16021577,Human PM,Not Disease,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16024606,Human PM,Exact,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16111469,Not PM,,,,,,,,,
12,16143123,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Matches,Not Discussed
12,16181364,Not PM,,,,,,,,,
12,1624160,Not PM,,,,,,,,,
12,16266992,Human PM,More General,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16270098,Not PM,,,,,,,,,
12,16272453,Not PM,,,,,,,,,
12,16277923,Not PM,,,,,,,,,
12,16299399,Human PM,Not Disease,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16437958,Not PM,,,,,,,,,
12,16470236,Not PM,,,,,,,,,
12,16524974,Not PM,,,,,,,,,
12,16531147,Not PM,,,,,,,,,
12,16533790,Human PM,Not Disease,Missing Variant,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16643337,Human PM,Exact,Missing Gene,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16649144,Not PM,,,,,,,,,
12,16687919,Human PM,Not Disease,Exact,BRAF (V600E),,,,,Not Discussed,Not Discussed
12,16770784,Not PM,,,,,,,,,
